filename,distance,label
id6_id2_0003.mp4,0.38752562,0
id6_id2_0003.mp4,0.36083218,0
id6_id2_0003.mp4,0.42877972,0
id6_id2_0003.mp4,0.39364773,0
id6_id2_0003.mp4,0.24619354,0
id6_id2_0003.mp4,0.31515908,0
id6_id2_0003.mp4,0.39847288,0
id6_id2_0003.mp4,0.3857104,0
id6_id2_0003.mp4,0.37222734,0
id6_id2_0003.mp4,0.37248203,0
id49_id53_0006.mp4,0.527554,0
id49_id53_0006.mp4,0.6301671,0
id49_id53_0006.mp4,0.50541,0
id49_id53_0006.mp4,0.5807326,0
id49_id53_0006.mp4,0.41015345,0
id49_id53_0006.mp4,0.4443573,0
id49_id53_0006.mp4,0.5265651,0
id49_id53_0006.mp4,0.48067808,0
id49_id53_0006.mp4,0.4678973,0
id49_id53_0006.mp4,0.494085,0
00105.mp4,0.5361002,1
00105.mp4,0.50967085,1
00105.mp4,0.6134801,1
00105.mp4,0.71191,1
00105.mp4,0.53732383,1
00105.mp4,0.744222,1
00105.mp4,0.5108339,1
00105.mp4,0.670446,1
00105.mp4,0.7048419,1
00105.mp4,0.5516121,1
id16_id30_0002.mp4,0.24918687,0
id16_id30_0002.mp4,0.3001034,0
id16_id30_0002.mp4,0.4060019,0
id16_id30_0002.mp4,0.31244588,0
id16_id30_0002.mp4,0.3339148,0
id16_id30_0002.mp4,0.34425223,0
id16_id30_0002.mp4,0.34017903,0
id16_id30_0002.mp4,0.3713665,0
id16_id30_0002.mp4,0.32394397,0
id16_id30_0002.mp4,0.31380907,0
id6_id16_0003.mp4,0.4884395,0
id6_id16_0003.mp4,0.33966562,0
id6_id16_0003.mp4,0.33202648,0
id6_id16_0003.mp4,0.5019325,0
id6_id16_0003.mp4,0.29360285,0
id6_id16_0003.mp4,0.3010661,0
id6_id16_0003.mp4,0.3513713,0
id6_id16_0003.mp4,0.35842052,0
id6_id16_0003.mp4,0.33674327,0
id6_id16_0003.mp4,0.30593666,0
id37_id34_0003.mp4,0.43765512,0
id37_id34_0003.mp4,0.5762461,0
id37_id34_0003.mp4,0.40312833,0
id37_id34_0003.mp4,0.47138232,0
id37_id34_0003.mp4,0.42179713,0
id37_id34_0003.mp4,0.43570316,0
id37_id34_0003.mp4,0.56773144,0
id37_id34_0003.mp4,0.524914,0
id37_id34_0003.mp4,0.4486886,0
id37_id34_0003.mp4,0.71550906,0
id42_id39_0002.mp4,0.39914936,0
id42_id39_0002.mp4,0.46546555,0
id42_id39_0002.mp4,0.3237072,0
id42_id39_0002.mp4,0.49796888,0
id42_id39_0002.mp4,0.45437607,0
id42_id39_0002.mp4,0.48642412,0
id42_id39_0002.mp4,0.31004968,0
id42_id39_0002.mp4,0.4231274,0
id42_id39_0002.mp4,0.46383387,0
id42_id39_0002.mp4,0.6966262,0
id23_id34_0009.mp4,0.6623392,0
id23_id34_0009.mp4,0.6138495,0
id23_id34_0009.mp4,0.35757908,0
id23_id34_0009.mp4,0.36635157,0
id23_id34_0009.mp4,0.4131315,0
id23_id34_0009.mp4,0.3437097,0
id23_id34_0009.mp4,0.3641241,0
id23_id34_0009.mp4,0.42877212,0
id23_id34_0009.mp4,0.33743945,0
id23_id34_0009.mp4,0.5382226,0
id8_id1_0002.mp4,0.25962928,0
id8_id1_0002.mp4,0.3681915,0
id8_id1_0002.mp4,0.3211506,0
id8_id1_0002.mp4,0.35826284,0
id8_id1_0002.mp4,0.4204277,0
id8_id1_0002.mp4,0.39895716,0
id8_id1_0002.mp4,0.5692996,0
id8_id1_0002.mp4,0.3109764,0
id8_id1_0002.mp4,0.38006473,0
id8_id1_0002.mp4,0.2839999,0
id56_id49_0000.mp4,0.42862207,0
id56_id49_0000.mp4,0.39744517,0
id56_id49_0000.mp4,0.43676302,0
id56_id49_0000.mp4,0.6240147,0
id56_id49_0000.mp4,0.34516364,0
id56_id49_0000.mp4,0.30753502,0
id56_id49_0000.mp4,0.3475642,0
id56_id49_0000.mp4,0.3184528,0
id56_id49_0000.mp4,0.38495642,0
id56_id49_0000.mp4,0.6800077,0
id50_id54_0000.mp4,0.4439841,0
id50_id54_0000.mp4,0.45136312,0
id50_id54_0000.mp4,0.48371506,0
id50_id54_0000.mp4,0.45628908,0
id50_id54_0000.mp4,0.43663666,0
id50_id54_0000.mp4,0.5236719,0
id50_id54_0000.mp4,0.5759891,0
id50_id54_0000.mp4,0.47312826,0
id50_id54_0000.mp4,0.52752525,0
id50_id54_0000.mp4,0.57232803,0
id21_id0_0006.mp4,0.30210337,0
id21_id0_0006.mp4,0.4129099,0
id21_id0_0006.mp4,0.39597204,0
id21_id0_0006.mp4,0.40388352,0
id21_id0_0006.mp4,0.38025406,0
id21_id0_0006.mp4,0.27446255,0
id21_id0_0006.mp4,0.3836204,0
id21_id0_0006.mp4,0.2621893,0
id21_id0_0006.mp4,0.31539327,0
id21_id0_0006.mp4,0.25955704,0
id44_0005.mp4,0.36759177,1
id44_0005.mp4,0.4708832,1
id44_0005.mp4,0.35858712,1
id44_0005.mp4,0.5201862,1
id44_0005.mp4,0.46710944,1
id44_0005.mp4,0.38021427,1
id44_0005.mp4,0.5417707,1
id44_0005.mp4,0.97999984,1
id44_0005.mp4,0.3386369,1
id44_0005.mp4,0.5989173,1
id44_0005.mp4,0.38952115,1
id44_0005.mp4,0.32920992,1
id44_0005.mp4,0.61986595,1
id55_id52_0009.mp4,0.4013986,0
id55_id52_0009.mp4,0.41227454,0
id55_id52_0009.mp4,0.49840474,0
id55_id52_0009.mp4,0.41529068,0
id55_id52_0009.mp4,0.34049177,0
id55_id52_0009.mp4,0.25631353,0
id55_id52_0009.mp4,0.45616114,0
id55_id52_0009.mp4,0.38656786,0
id55_id52_0009.mp4,0.34693995,0
id55_id52_0009.mp4,0.48407727,0
id34_id29_0007.mp4,0.6164143,0
id34_id29_0007.mp4,0.46246108,0
id34_id29_0007.mp4,0.33892235,0
id34_id29_0007.mp4,0.32132524,0
id34_id29_0007.mp4,0.3121218,0
id34_id29_0007.mp4,0.47772378,0
id34_id29_0007.mp4,0.28458872,0
id34_id29_0007.mp4,0.50468236,0
id34_id29_0007.mp4,0.34204453,0
id34_id29_0007.mp4,0.34408295,0
id4_id9_0004.mp4,0.39558253,0
id4_id9_0004.mp4,0.31976464,0
id4_id9_0004.mp4,0.34111872,0
id4_id9_0004.mp4,0.29569376,0
id4_id9_0004.mp4,0.46812502,0
id4_id9_0004.mp4,0.47370926,0
id4_id9_0004.mp4,0.38461718,0
id4_id9_0004.mp4,0.3386702,0
id4_id9_0004.mp4,0.26577428,0
id4_id9_0004.mp4,0.43337765,0
id16_id26_0010.mp4,0.40824986,0
id16_id26_0010.mp4,0.38171327,0
id16_id26_0010.mp4,0.5165619,0
id16_id26_0010.mp4,0.49447802,0
id16_id26_0010.mp4,0.38305056,0
id16_id26_0010.mp4,0.44336772,0
id16_id26_0010.mp4,0.3120962,0
id16_id26_0010.mp4,0.27210298,0
id16_id26_0010.mp4,0.35353386,0
id16_id26_0010.mp4,0.43773723,0
id4_id2_0000.mp4,0.47744918,0
id4_id2_0000.mp4,0.3813964,0
id4_id2_0000.mp4,0.495658,0
id4_id2_0000.mp4,0.48341522,0
id4_id2_0000.mp4,0.30515108,0
id4_id2_0000.mp4,0.37517667,0
id4_id2_0000.mp4,0.5601187,0
id4_id2_0000.mp4,0.37705475,0
id4_id2_0000.mp4,0.37468335,0
id4_id2_0000.mp4,0.36141446,0
id2_0003.mp4,0.26302934,1
id2_0003.mp4,0.21670285,1
id2_0003.mp4,0.26416487,1
id2_0003.mp4,0.2550214,1
id2_0003.mp4,0.21496531,1
id2_0003.mp4,0.37903285,1
id2_0003.mp4,0.2398591,1
id2_0003.mp4,0.23485367,1
id2_0003.mp4,0.34558186,1
id2_0003.mp4,0.25697616,1
id43_id45_0001.mp4,0.4169409,0
id43_id45_0001.mp4,0.3827383,0
id43_id45_0001.mp4,0.35442376,0
id43_id45_0001.mp4,0.32175627,0
id43_id45_0001.mp4,0.42330384,0
id43_id45_0001.mp4,0.3512625,0
id43_id45_0001.mp4,0.3075218,0
id43_id45_0001.mp4,0.39367905,0
id43_id45_0001.mp4,0.3665747,0
id43_id45_0001.mp4,0.5520933,0
id6_id30_0007.mp4,0.42409444,0
id6_id30_0007.mp4,0.3729316,0
id6_id30_0007.mp4,0.32882178,0
id6_id30_0007.mp4,0.47476712,0
id6_id30_0007.mp4,0.4316533,0
id6_id30_0007.mp4,0.4287839,0
id6_id30_0007.mp4,0.47976753,0
id6_id30_0007.mp4,0.4397599,0
id6_id30_0007.mp4,0.50571346,0
id6_id30_0007.mp4,0.5350207,0
id1_id26_0009.mp4,0.31166652,0
id1_id26_0009.mp4,0.31568864,0
id1_id26_0009.mp4,0.23212007,0
id1_id26_0009.mp4,0.20261689,0
id1_id26_0009.mp4,0.4173138,0
id1_id26_0009.mp4,0.27110797,0
id1_id26_0009.mp4,0.26045573,0
id1_id26_0009.mp4,0.25115967,0
id1_id26_0009.mp4,0.20103602,0
id1_id26_0009.mp4,0.26869574,0
id16_id26_0011.mp4,0.40805367,0
id16_id26_0011.mp4,0.39538756,0
id16_id26_0011.mp4,0.36024413,0
id16_id26_0011.mp4,0.47177678,0
id16_id26_0011.mp4,0.31679454,0
id16_id26_0011.mp4,0.3617648,0
id16_id26_0011.mp4,0.51515985,0
id16_id26_0011.mp4,0.44100848,0
id16_id26_0011.mp4,0.24917424,0
id16_id26_0011.mp4,0.23959503,0
id2_id4_0000.mp4,0.2702186,0
id2_id4_0000.mp4,0.24576579,0
id2_id4_0000.mp4,0.26575246,0
id2_id4_0000.mp4,0.28913167,0
id2_id4_0000.mp4,0.27899075,0
id2_id4_0000.mp4,0.3348115,0
id2_id4_0000.mp4,0.38407254,0
id2_id4_0000.mp4,0.44928873,0
id2_id4_0000.mp4,0.35194343,0
id2_id4_0000.mp4,0.24918249,0
id22_0004.mp4,0.2743425,1
id22_0004.mp4,0.31432578,1
id22_0004.mp4,0.26023173,1
id22_0004.mp4,0.25824672,1
id22_0004.mp4,0.21513027,1
id22_0004.mp4,0.28198606,1
id22_0004.mp4,0.29398754,1
id22_0004.mp4,0.19943601,1
id22_0004.mp4,0.26973334,1
id22_0004.mp4,0.30753803,1
id30_id23_0003.mp4,0.33843488,0
id30_id23_0003.mp4,0.37143043,0
id30_id23_0003.mp4,0.369221,0
id30_id23_0003.mp4,0.35569715,0
id30_id23_0003.mp4,0.3253075,0
id30_id23_0003.mp4,0.4121525,0
id30_id23_0003.mp4,0.3652108,0
id30_id23_0003.mp4,0.64114296,0
id30_id23_0003.mp4,0.5750547,0
id30_id23_0003.mp4,0.50681674,0
id49_id58_0000.mp4,0.5353815,0
