filename,distance,label
00060.mp4,0.29677254,1
00107.mp4,0.25192335,1
id28_0004.mp4,0.44495127,1
00105.mp4,0.48220482,1
00211.mp4,0.34138426,1
00102.mp4,0.39683652,1
id28_id9_0005.mp4,0.6114686,0
id45_id40_0006.mp4,0.45143032,0
id52_0001.mp4,0.6237763,1
id57_0004.mp4,0.38605973,1
id52_0008.mp4,0.32017478,1
00048.mp4,0.24355574,1
id23_id6_0002.mp4,1.0278028,0
id37_0007.mp4,0.40286008,1
00006.mp4,0.29101413,1
00293.mp4,0.35458705,1
id1_id35_0009.mp4,0.32262948,0
id16_id23_0005.mp4,0.2587056,0
id17_0007.mp4,0.3254101,1
id50_0005.mp4,0.48099294,1
id45_id40_0007.mp4,0.42798352,0
00220.mp4,0.37304053,1
00062.mp4,0.32199803,1
id55_id57_0002.mp4,0.6556617,0
id20_id0_0005.mp4,0.40028974,0
id41_0004.mp4,0.3382921,1
id3_id16_0009.mp4,0.30650133,0
id32_id29_0006.mp4,0.5476767,0
id28_id22_0004.mp4,0.40697652,0
id16_id30_0002.mp4,0.5722779,0
00076.mp4,0.47824976,1
id30_0004.mp4,0.5378152,1
id57_id49_0002.mp4,0.5292734,0
id16_id37_0011.mp4,0.38011044,0
id13_0003.mp4,0.17388065,1
id28_id34_0006.mp4,0.3758653,0
id35_0001.mp4,0.33231112,1
id24_id19_0000.mp4,0.31786793,0
id17_id2_0001.mp4,0.35807657,0
id2_id3_0008.mp4,0.31782594,0
00123.mp4,0.22122374,1
00277.mp4,0.24746941,1
id13_0011.mp4,0.29741848,1
id8_id3_0003.mp4,0.3211506,0
id24_id21_0008.mp4,0.25278914,0
id13_0015.mp4,0.34535262,1
id48_0007.mp4,0.50851357,1
id53_id55_0001.mp4,0.38171092,0
id55_0006.mp4,0.27155903,1
00007.mp4,0.6741783,1
id57_id49_0007.mp4,0.42460912,0
00253.mp4,0.36885867,1
id28_id19_0005.mp4,0.31854963,0
id52_0000.mp4,0.31069806,1
id58_id49_0007.mp4,1.2360356,0
00154.mp4,0.45045957,1
id43_0003.mp4,0.5399091,1
00176.mp4,0.27613956,1
00213.mp4,0.48062637,1
id38_0005.mp4,0.26429713,1
id39_id43_0004.mp4,0.29033467,0
id17_id20_0001.mp4,0.2846279,0
id42_0001.mp4,0.25138736,1
id32_0001.mp4,0.21539794,1
id11_0006.mp4,0.25978097,1
id12_0003.mp4,0.39172375,1
id44_id41_0005.mp4,0.4666518,0
id33_id31_0000.mp4,0.4033908,0
id40_0007.mp4,0.2631167,1
id6_id0_0004.mp4,0.29449987,0
00036.mp4,0.2550937,1
id11_0006.mp4,0.40883264,1
id21_id29_0002.mp4,1.1545118,0
id13_0013.mp4,0.5221599,1
id23_0000.mp4,0.3952757,1
id20_id38_0008.mp4,0.27231237,0
id28_id29_0007.mp4,0.37617195,0
id13_0005.mp4,0.40467644,1
id34_id31_0003.mp4,0.34282607,0
id59_0007.mp4,0.4080029,1
id38_0000.mp4,0.21950938,1
id48_id40_0000.mp4,0.38804427,0
id48_id41_0004.mp4,0.31966418,0
id28_0000.mp4,0.7039903,1
id31_id9_0003.mp4,0.22196077,0
00106.mp4,0.3799506,1
id23_id1_0003.mp4,0.3131837,0
id38_id21_0004.mp4,0.5086223,0
id51_id58_0009.mp4,0.46386662,0
00068.mp4,0.24265417,1
id56_id52_0001.mp4,0.4590389,0
id31_id38_0000.mp4,0.50452834,0
id28_id21_0003.mp4,0.2651258,0
id6_id35_0006.mp4,0.3451204,0
id6_id28_0009.mp4,0.44910705,0
id37_id34_0005.mp4,0.40112558,0
id30_0007.mp4,0.2832106,1
id60_0005.mp4,0.42269874,1
id57_0009.mp4,0.49336767,1
id28_id22_0000.mp4,0.80748993,0
id29_id32_0003.mp4,0.4012103,0
id31_id26_0003.mp4,0.2960307,0
id24_id26_0006.mp4,0.32364655,0
id48_0004.mp4,0.47116336,1
00139.mp4,0.452548,1
id6_id9_0006.mp4,0.23242193,0
id31_0004.mp4,0.24135652,1
id54_id57_0006.mp4,0.2976991,0
id13_0008.mp4,0.4351266,1
id61_0004.mp4,0.24661732,1
00284.mp4,0.3488932,1
id17_0005.mp4,0.2811194,1
id52_id57_0001.mp4,0.5998706,0
id39_id43_0007.mp4,0.40892363,0
00232.mp4,0.1835396,1
00167.mp4,0.3368656,1
id40_0004.mp4,0.3707575,1
id2_id20_0000.mp4,0.33530423,0
id28_id4_0002.mp4,0.74068755,0
id6_id21_0005.mp4,0.23281382,0
id24_0004.mp4,0.36071134,1
id9_id30_0004.mp4,0.24394014,0
id21_id2_0007.mp4,0.3407236,0
id50_0002.mp4,0.3067082,1
00035.mp4,0.346727,1
id3_id37_0007.mp4,0.28027818,0
id23_0007.mp4,0.26083058,1
id37_id9_0005.mp4,0.16528632,0
id52_id58_0005.mp4,0.493071,0
id55_id54_0000.mp4,0.36759385,0
id17_0002.mp4,1.3596821,1
id46_id48_0000.mp4,0.375154,0
id37_0009.mp4,0.37279734,1
id25_0010.mp4,0.24953827,1
00205.mp4,0.5140624,1
id17_id30_0007.mp4,0.27142268,0
